Date,0P00000UWV.F_Open,0P00000UWV.F_High,0P00000UWV.F_Low,0P00000UWV.F_Close,0P00000UWV.F_Adj Close,0P00000UWV.F_Volume
2018-03-23,81.29000091552734,81.29000091552734,81.29000091552734,81.29000091552734,81.29000091552734,0
2018-03-26,81.2699966430664,81.2699966430664,81.2699966430664,81.2699966430664,81.2699966430664,0
2018-03-27,81.4000015258789,81.4000015258789,81.4000015258789,81.4000015258789,81.4000015258789,0
2018-03-28,81.43000030517578,81.43000030517578,81.43000030517578,81.43000030517578,81.43000030517578,0
2018-03-29,81.55000305175781,81.55000305175781,81.55000305175781,81.55000305175781,81.55000305175781,0
2018-04-03,81.51000213623047,81.51000213623047,81.51000213623047,81.51000213623047,81.51000213623047,0
2018-04-04,81.58000183105469,81.58000183105469,81.58000183105469,81.58000183105469,81.58000183105469,0
2018-04-05,81.45999908447266,81.45999908447266,81.45999908447266,81.45999908447266,81.45999908447266,0
2018-04-06,81.45999908447266,81.45999908447266,81.45999908447266,81.45999908447266,81.45999908447266,0
2018-04-09,81.4800033569336,81.4800033569336,81.4800033569336,81.4800033569336,81.4800033569336,0
2018-04-10,81.41999816894531,81.41999816894531,81.41999816894531,81.41999816894531,81.41999816894531,0
2018-04-11,81.44999694824219,81.44999694824219,81.44999694824219,81.44999694824219,81.44999694824219,0
2018-04-12,81.44999694824219,81.44999694824219,81.44999694824219,81.44999694824219,81.44999694824219,0
2018-04-13,81.48999786376953,81.48999786376953,81.48999786376953,81.48999786376953,81.48999786376953,0
2018-04-16,81.47000122070312,81.47000122070312,81.47000122070312,81.47000122070312,81.47000122070312,0
2018-04-17,81.56999969482422,81.56999969482422,81.56999969482422,81.56999969482422,81.56999969482422,0
2018-04-18,81.55000305175781,81.55000305175781,81.55000305175781,81.55000305175781,81.55000305175781,0
2018-04-19,81.37000274658203,81.37000274658203,81.37000274658203,81.37000274658203,81.37000274658203,0
2018-04-20,81.37000274658203,81.37000274658203,81.37000274658203,81.37000274658203,81.37000274658203,0
2018-04-23,81.30000305175781,81.30000305175781,81.30000305175781,81.30000305175781,81.30000305175781,0
2018-04-24,81.36000061035156,81.36000061035156,81.36000061035156,81.36000061035156,81.36000061035156,0
2018-04-25,81.30000305175781,81.30000305175781,81.30000305175781,81.30000305175781,81.30000305175781,0
2018-04-26,81.37000274658203,81.37000274658203,81.37000274658203,81.37000274658203,81.37000274658203,0
2018-04-27,81.44999694824219,81.44999694824219,81.44999694824219,81.44999694824219,81.44999694824219,0
2018-04-30,81.44000244140625,81.44000244140625,81.44000244140625,81.44000244140625,81.44000244140625,0
2018-05-02,81.4000015258789,81.4000015258789,81.4000015258789,81.4000015258789,81.4000015258789,0
2018-05-03,81.54000091552734,81.54000091552734,81.54000091552734,81.54000091552734,81.54000091552734,0
2018-05-04,81.4800033569336,81.4800033569336,81.4800033569336,81.4800033569336,81.4800033569336,0
2018-05-07,81.5199966430664,81.5199966430664,81.5199966430664,81.5199966430664,81.5199966430664,0
2018-05-08,81.37999725341797,81.37999725341797,81.37999725341797,81.37999725341797,81.37999725341797,0
2018-05-09,81.37000274658203,81.37000274658203,81.37000274658203,81.37000274658203,81.37000274658203,0
2018-05-11,81.36000061035156,81.36000061035156,81.36000061035156,81.36000061035156,81.36000061035156,0
2018-05-14,81.16999816894531,81.16999816894531,81.16999816894531,81.16999816894531,81.16999816894531,0
2018-05-15,81.05999755859375,81.05999755859375,81.05999755859375,81.05999755859375,81.05999755859375,0
2018-05-16,80.94000244140625,80.94000244140625,80.94000244140625,80.94000244140625,80.94000244140625,0
2018-05-17,80.93000030517578,80.93000030517578,80.93000030517578,80.93000030517578,80.93000030517578,0
2018-05-18,80.86000061035156,80.86000061035156,80.86000061035156,80.86000061035156,80.86000061035156,0
2018-05-22,80.7300033569336,80.7300033569336,80.7300033569336,80.7300033569336,80.7300033569336,0
2018-05-23,80.77999877929688,80.77999877929688,80.77999877929688,80.77999877929688,80.77999877929688,0
2018-05-24,80.87000274658203,80.87000274658203,80.87000274658203,80.87000274658203,80.87000274658203,0
2018-05-25,80.81999969482422,80.81999969482422,80.81999969482422,80.81999969482422,80.81999969482422,0
2018-05-28,80.55000305175781,80.55000305175781,80.55000305175781,80.55000305175781,80.55000305175781,0
2018-05-29,79.80999755859375,79.80999755859375,79.80999755859375,79.80999755859375,79.80999755859375,0
2018-05-30,80.08999633789062,80.08999633789062,80.08999633789062,80.08999633789062,80.08999633789062,0
2018-06-01,80.55000305175781,80.55000305175781,80.55000305175781,80.55000305175781,80.55000305175781,0
2018-06-04,80.7699966430664,80.7699966430664,80.7699966430664,80.7699966430664,80.7699966430664,0
2018-06-05,80.56999969482422,80.56999969482422,80.56999969482422,80.56999969482422,80.56999969482422,0
2018-06-06,80.02999877929688,80.02999877929688,80.02999877929688,80.02999877929688,80.02999877929688,0
2018-06-07,79.9000015258789,79.9000015258789,79.9000015258789,79.9000015258789,79.9000015258789,0
2018-06-08,79.8499984741211,79.8499984741211,79.8499984741211,79.8499984741211,79.8499984741211,0
2018-06-11,80.12999725341797,80.12999725341797,80.12999725341797,80.12999725341797,80.12999725341797,0
2018-06-12,80.19999694824219,80.19999694824219,80.19999694824219,80.19999694824219,80.19999694824219,0
2018-06-13,80.30999755859375,80.30999755859375,80.30999755859375,80.30999755859375,80.30999755859375,0
2018-06-14,80.58000183105469,80.58000183105469,80.58000183105469,80.58000183105469,80.58000183105469,0
2018-06-15,80.87999725341797,80.87999725341797,80.87999725341797,80.87999725341797,80.87999725341797,0
2018-06-18,81.01000213623047,81.01000213623047,81.01000213623047,81.01000213623047,81.01000213623047,0
2018-06-19,81.05999755859375,81.05999755859375,81.05999755859375,81.05999755859375,81.05999755859375,0
2018-06-20,81.0199966430664,81.0199966430664,81.0199966430664,81.0199966430664,81.0199966430664,0
2018-06-21,80.80999755859375,80.80999755859375,80.80999755859375,80.80999755859375,80.80999755859375,0
2018-06-22,80.73999786376953,80.73999786376953,80.73999786376953,80.73999786376953,80.73999786376953,0
2018-06-25,80.6500015258789,80.6500015258789,80.6500015258789,80.6500015258789,80.6500015258789,0
2018-06-26,80.48999786376953,80.48999786376953,80.48999786376953,80.48999786376953,80.48999786376953,0
2018-06-27,80.63999938964844,80.63999938964844,80.63999938964844,80.63999938964844,80.63999938964844,0
2018-06-28,80.6500015258789,80.6500015258789,80.6500015258789,80.6500015258789,80.6500015258789,0
2018-06-29,80.79000091552734,80.79000091552734,80.79000091552734,80.79000091552734,80.79000091552734,0
2018-07-02,80.86000061035156,80.86000061035156,80.86000061035156,80.86000061035156,80.86000061035156,0
2018-07-03,80.9000015258789,80.9000015258789,80.9000015258789,80.9000015258789,80.9000015258789,0
2018-07-04,80.77999877929688,80.77999877929688,80.77999877929688,80.77999877929688,80.77999877929688,0
2018-07-05,80.72000122070312,80.72000122070312,80.72000122070312,80.72000122070312,80.72000122070312,0
2018-07-06,80.77999877929688,80.77999877929688,80.77999877929688,80.77999877929688,80.77999877929688,0
2018-07-09,80.83999633789062,80.83999633789062,80.83999633789062,80.83999633789062,80.83999633789062,0
2018-07-10,80.79000091552734,80.79000091552734,80.79000091552734,80.79000091552734,80.79000091552734,0
2018-07-11,80.77999877929688,80.77999877929688,80.77999877929688,80.77999877929688,80.77999877929688,0
2018-07-12,80.86000061035156,80.86000061035156,80.86000061035156,80.86000061035156,80.86000061035156,0
2018-07-13,80.97000122070312,80.97000122070312,80.97000122070312,80.97000122070312,80.97000122070312,0
2018-07-16,80.95999908447266,80.95999908447266,80.95999908447266,80.95999908447266,80.95999908447266,0
2018-07-17,81.0999984741211,81.0999984741211,81.0999984741211,81.0999984741211,81.0999984741211,0
2018-07-18,81.05999755859375,81.05999755859375,81.05999755859375,81.05999755859375,81.05999755859375,0
2018-07-19,81.08000183105469,81.08000183105469,81.08000183105469,81.08000183105469,81.08000183105469,0
2018-07-20,80.91000366210938,80.91000366210938,80.91000366210938,80.91000366210938,80.91000366210938,0
2018-07-23,80.80999755859375,80.80999755859375,80.80999755859375,80.80999755859375,80.80999755859375,0
2018-07-24,80.80000305175781,80.80000305175781,80.80000305175781,80.80000305175781,80.80000305175781,0
2018-07-25,80.83999633789062,80.83999633789062,80.83999633789062,80.83999633789062,80.83999633789062,0
2018-07-26,80.81999969482422,80.81999969482422,80.81999969482422,80.81999969482422,80.81999969482422,0
2018-07-27,80.79000091552734,80.79000091552734,80.79000091552734,80.79000091552734,80.79000091552734,0
2018-07-30,80.69000244140625,80.69000244140625,80.69000244140625,80.69000244140625,80.69000244140625,0
2018-07-31,80.7300033569336,80.7300033569336,80.7300033569336,80.7300033569336,80.7300033569336,0
2018-08-01,80.62000274658203,80.62000274658203,80.62000274658203,80.62000274658203,80.62000274658203,0
2018-08-02,80.48999786376953,80.48999786376953,80.48999786376953,80.48999786376953,80.48999786376953,0
2018-08-03,80.55000305175781,80.55000305175781,80.55000305175781,80.55000305175781,80.55000305175781,0
2018-08-06,80.61000061035156,80.61000061035156,80.61000061035156,80.61000061035156,80.61000061035156,0
2018-08-07,80.62999725341797,80.62999725341797,80.62999725341797,80.62999725341797,80.62999725341797,0
2018-08-08,80.5999984741211,80.5999984741211,80.5999984741211,80.5999984741211,80.5999984741211,0
2018-08-09,80.63999938964844,80.63999938964844,80.63999938964844,80.63999938964844,80.63999938964844,0
2018-08-10,80.55999755859375,80.55999755859375,80.55999755859375,80.55999755859375,80.55999755859375,0
2018-08-13,80.44999694824219,80.44999694824219,80.44999694824219,80.44999694824219,80.44999694824219,0
2018-08-14,80.5,80.5,80.5,80.5,80.5,0
2018-08-15,80.41000366210938,80.41000366210938,80.41000366210938,80.41000366210938,80.41000366210938,0
2018-08-16,80.44999694824219,80.44999694824219,80.44999694824219,80.44999694824219,80.44999694824219,0
2018-08-17,80.43000030517578,80.43000030517578,80.43000030517578,80.43000030517578,80.43000030517578,0
2018-08-20,80.55000305175781,80.55000305175781,80.55000305175781,80.55000305175781,80.55000305175781,0
2018-08-21,80.63999938964844,80.63999938964844,80.63999938964844,80.63999938964844,80.63999938964844,0
2018-08-22,80.54000091552734,80.54000091552734,80.54000091552734,80.54000091552734,80.54000091552734,0
2018-08-23,80.4800033569336,80.4800033569336,80.4800033569336,80.4800033569336,80.4800033569336,0
2018-08-24,80.41000366210938,80.41000366210938,80.41000366210938,80.41000366210938,80.41000366210938,0
2018-08-27,80.3499984741211,80.3499984741211,80.3499984741211,80.3499984741211,80.3499984741211,0
2018-08-28,80.27999877929688,80.27999877929688,80.27999877929688,80.27999877929688,80.27999877929688,0
2018-08-29,80.26000213623047,80.26000213623047,80.26000213623047,80.26000213623047,80.26000213623047,0
2018-08-30,80.26000213623047,80.26000213623047,80.26000213623047,80.26000213623047,80.26000213623047,0
2018-08-31,80.22000122070312,80.22000122070312,80.22000122070312,80.22000122070312,80.22000122070312,0
2018-09-03,80.2699966430664,80.2699966430664,80.2699966430664,80.2699966430664,80.2699966430664,0
2018-09-04,80.41000366210938,80.41000366210938,80.41000366210938,80.41000366210938,80.41000366210938,0
2018-09-05,80.44999694824219,80.44999694824219,80.44999694824219,80.44999694824219,80.44999694824219,0
2018-09-06,80.5199966430664,80.5199966430664,80.5199966430664,80.5199966430664,80.5199966430664,0
2018-09-07,80.5199966430664,80.5199966430664,80.5199966430664,80.5199966430664,80.5199966430664,0
2018-09-10,80.63999938964844,80.63999938964844,80.63999938964844,80.63999938964844,80.63999938964844,0
2018-09-11,80.56999969482422,80.56999969482422,80.56999969482422,80.56999969482422,80.56999969482422,0
2018-09-12,80.58000183105469,80.58000183105469,80.58000183105469,80.58000183105469,80.58000183105469,0
2018-09-13,80.55999755859375,80.55999755859375,80.55999755859375,80.55999755859375,80.55999755859375,0
2018-09-14,80.5,80.5,80.5,80.5,80.5,0
2018-09-17,80.62999725341797,80.62999725341797,80.62999725341797,80.62999725341797,80.62999725341797,0
2018-09-18,80.66999816894531,80.66999816894531,80.66999816894531,80.66999816894531,80.66999816894531,0
2018-09-19,80.55000305175781,80.55000305175781,80.55000305175781,80.55000305175781,80.55000305175781,0
2018-09-20,80.54000091552734,80.54000091552734,80.54000091552734,80.54000091552734,80.54000091552734,0
2018-09-21,80.6500015258789,80.6500015258789,80.6500015258789,80.6500015258789,80.6500015258789,0
2018-09-24,80.44000244140625,80.44000244140625,80.44000244140625,80.44000244140625,80.44000244140625,0
2018-09-25,80.41000366210938,80.41000366210938,80.41000366210938,80.41000366210938,80.41000366210938,0
2018-09-26,80.48999786376953,80.48999786376953,80.48999786376953,80.48999786376953,80.48999786376953,0
2018-09-27,80.44000244140625,80.44000244140625,80.44000244140625,80.44000244140625,80.44000244140625,0
2018-09-28,80.16000366210938,80.16000366210938,80.16000366210938,80.16000366210938,80.16000366210938,0
2018-10-01,80.0,80.0,80.0,80.0,80.0,0
2018-10-02,79.94000244140625,79.94000244140625,79.94000244140625,79.94000244140625,79.94000244140625,0
2018-10-04,79.91999816894531,79.91999816894531,79.91999816894531,79.91999816894531,79.91999816894531,0
2018-10-05,79.7300033569336,79.7300033569336,79.7300033569336,79.7300033569336,79.7300033569336,0
2018-10-08,79.58999633789062,79.58999633789062,79.58999633789062,79.58999633789062,79.58999633789062,0
2018-10-09,79.68000030517578,79.68000030517578,79.68000030517578,79.68000030517578,79.68000030517578,0
2018-10-10,79.6500015258789,79.6500015258789,79.6500015258789,79.6500015258789,79.6500015258789,0
2018-10-11,79.58000183105469,79.58000183105469,79.58000183105469,79.58000183105469,79.58000183105469,0
2018-10-12,79.5999984741211,79.5999984741211,79.5999984741211,79.5999984741211,79.5999984741211,0
2018-10-15,79.62000274658203,79.62000274658203,79.62000274658203,79.62000274658203,79.62000274658203,0
2018-10-16,79.79000091552734,79.79000091552734,79.79000091552734,79.79000091552734,79.79000091552734,0
2018-10-17,79.80999755859375,79.80999755859375,79.80999755859375,79.80999755859375,79.80999755859375,0
2018-10-18,79.66999816894531,79.66999816894531,79.66999816894531,79.66999816894531,79.66999816894531,0
2018-10-19,79.70999908447266,79.70999908447266,79.70999908447266,79.70999908447266,79.70999908447266,0
2018-10-22,79.80999755859375,79.80999755859375,79.80999755859375,79.80999755859375,79.80999755859375,0
2018-10-23,79.79000091552734,79.79000091552734,79.79000091552734,79.79000091552734,79.79000091552734,0
2018-10-24,79.79000091552734,79.79000091552734,79.79000091552734,79.79000091552734,79.79000091552734,0
2018-10-25,79.86000061035156,79.86000061035156,79.86000061035156,79.86000061035156,79.86000061035156,0
2018-10-26,79.9800033569336,79.9800033569336,79.9800033569336,79.9800033569336,79.9800033569336,0
2018-10-29,80.04000091552734,80.04000091552734,80.04000091552734,80.04000091552734,80.04000091552734,0
2018-10-30,79.93000030517578,79.93000030517578,79.93000030517578,79.93000030517578,79.93000030517578,0
2018-10-31,79.94999694824219,79.94999694824219,79.94999694824219,79.94999694824219,79.94999694824219,0
2018-11-01,79.94000244140625,79.94000244140625,79.94000244140625,79.94000244140625,79.94000244140625,0
2018-11-02,79.94000244140625,79.94000244140625,79.94000244140625,79.94000244140625,79.94000244140625,0
2018-11-05,80.02999877929688,80.02999877929688,80.02999877929688,80.02999877929688,80.02999877929688,0
2018-11-06,79.94999694824219,79.94999694824219,79.94999694824219,79.94999694824219,79.94999694824219,0
2018-11-07,79.97000122070312,79.97000122070312,79.97000122070312,79.97000122070312,79.97000122070312,0
2018-11-08,79.88999938964844,79.88999938964844,79.88999938964844,79.88999938964844,79.88999938964844,0
2018-11-09,79.95999908447266,79.95999908447266,79.95999908447266,79.95999908447266,79.95999908447266,0
2018-11-12,79.98999786376953,79.98999786376953,79.98999786376953,79.98999786376953,79.98999786376953,0
2018-11-13,79.94999694824219,79.94999694824219,79.94999694824219,79.94999694824219,79.94999694824219,0
2018-11-14,79.87000274658203,79.87000274658203,79.87000274658203,79.87000274658203,79.87000274658203,0
2018-11-15,79.41999816894531,79.41999816894531,79.41999816894531,79.41999816894531,79.41999816894531,0
2018-11-16,79.3499984741211,79.3499984741211,79.3499984741211,79.3499984741211,79.3499984741211,0
2018-11-19,79.26000213623047,79.26000213623047,79.26000213623047,79.26000213623047,79.26000213623047,0
2018-11-20,79.2300033569336,79.2300033569336,79.2300033569336,79.2300033569336,79.2300033569336,0
2018-11-21,79.30999755859375,79.30999755859375,79.30999755859375,79.30999755859375,79.30999755859375,0
2018-11-22,79.41000366210938,79.41000366210938,79.41000366210938,79.41000366210938,79.41000366210938,0
2018-11-23,79.5,79.5,79.5,79.5,79.5,0
2018-11-26,79.56999969482422,79.56999969482422,79.56999969482422,79.56999969482422,79.56999969482422,0
2018-11-27,79.58000183105469,79.58000183105469,79.58000183105469,79.58000183105469,79.58000183105469,0
2018-11-28,79.61000061035156,79.61000061035156,79.61000061035156,79.61000061035156,79.61000061035156,0
2018-11-29,79.7300033569336,79.7300033569336,79.7300033569336,79.7300033569336,79.7300033569336,0
2018-11-30,79.7300033569336,79.7300033569336,79.7300033569336,79.7300033569336,79.7300033569336,0
2018-12-03,79.81999969482422,79.81999969482422,79.81999969482422,79.81999969482422,79.81999969482422,0
2018-12-04,79.9000015258789,79.9000015258789,79.9000015258789,79.9000015258789,79.9000015258789,0
2018-12-05,79.9000015258789,79.9000015258789,79.9000015258789,79.9000015258789,79.9000015258789,0
2018-12-06,79.81999969482422,79.81999969482422,79.81999969482422,79.81999969482422,79.81999969482422,0
2018-12-07,79.79000091552734,79.79000091552734,79.79000091552734,79.79000091552734,79.79000091552734,0
2018-12-10,79.80000305175781,79.80000305175781,79.80000305175781,79.80000305175781,79.80000305175781,0
2018-12-11,79.80000305175781,79.80000305175781,79.80000305175781,79.80000305175781,79.80000305175781,0
2018-12-12,79.8499984741211,79.8499984741211,79.8499984741211,79.8499984741211,79.8499984741211,0
2018-12-13,79.88999938964844,79.88999938964844,79.88999938964844,79.88999938964844,79.88999938964844,0
2018-12-14,79.91999816894531,79.91999816894531,79.91999816894531,79.91999816894531,79.91999816894531,0
2018-12-17,79.95999908447266,79.95999908447266,79.95999908447266,79.95999908447266,79.95999908447266,0
2018-12-18,79.97000122070312,79.97000122070312,79.97000122070312,79.97000122070312,79.97000122070312,0
2018-12-19,80.11000061035156,80.11000061035156,80.11000061035156,80.11000061035156,80.11000061035156,0
2018-12-20,80.16999816894531,80.16999816894531,80.16999816894531,80.16999816894531,80.16999816894531,0
2018-12-21,80.08999633789062,80.08999633789062,80.08999633789062,80.08999633789062,80.08999633789062,0
2018-12-27,80.16000366210938,80.16000366210938,80.16000366210938,80.16000366210938,80.16000366210938,0
2018-12-28,80.1500015258789,80.1500015258789,80.1500015258789,80.1500015258789,80.1500015258789,0
2019-01-02,80.31999969482422,80.31999969482422,80.31999969482422,80.31999969482422,80.31999969482422,0
2019-01-03,80.12000274658203,80.12000274658203,80.12000274658203,80.12000274658203,80.12000274658203,0
2019-01-04,80.01000213623047,80.01000213623047,80.01000213623047,80.01000213623047,80.01000213623047,0
2019-01-07,79.94999694824219,79.94999694824219,79.94999694824219,79.94999694824219,79.94999694824219,0
2019-01-08,79.83000183105469,79.83000183105469,79.83000183105469,79.83000183105469,79.83000183105469,0
2019-01-09,79.9000015258789,79.9000015258789,79.9000015258789,79.9000015258789,79.9000015258789,0
2019-01-10,79.94000244140625,79.94000244140625,79.94000244140625,79.94000244140625,79.94000244140625,0
2019-01-11,79.98999786376953,79.98999786376953,79.98999786376953,79.98999786376953,79.98999786376953,0
2019-01-14,80.08000183105469,80.08000183105469,80.08000183105469,80.08000183105469,80.08000183105469,0
2019-01-15,80.11000061035156,80.11000061035156,80.11000061035156,80.11000061035156,80.11000061035156,0
2019-01-16,80.23999786376953,80.23999786376953,80.23999786376953,80.23999786376953,80.23999786376953,0
2019-01-17,80.23999786376953,80.23999786376953,80.23999786376953,80.23999786376953,80.23999786376953,0
2019-01-18,80.29000091552734,80.29000091552734,80.29000091552734,80.29000091552734,80.29000091552734,0
2019-01-21,80.30000305175781,80.30000305175781,80.30000305175781,80.30000305175781,80.30000305175781,0
2019-01-22,80.33999633789062,80.33999633789062,80.33999633789062,80.33999633789062,80.33999633789062,0
2019-01-23,80.37999725341797,80.37999725341797,80.37999725341797,80.37999725341797,80.37999725341797,0
2019-01-24,80.5199966430664,80.5199966430664,80.5199966430664,80.5199966430664,80.5199966430664,0
2019-01-25,80.54000091552734,80.54000091552734,80.54000091552734,80.54000091552734,80.54000091552734,0
2019-01-28,80.51000213623047,80.51000213623047,80.51000213623047,80.51000213623047,80.51000213623047,0
2019-01-29,80.55999755859375,80.55999755859375,80.55999755859375,80.55999755859375,80.55999755859375,0
2019-01-30,80.62999725341797,80.62999725341797,80.62999725341797,80.62999725341797,80.62999725341797,0
2019-01-31,80.76000213623047,80.76000213623047,80.76000213623047,80.76000213623047,80.76000213623047,0
2019-02-01,80.61000061035156,80.61000061035156,80.61000061035156,80.61000061035156,80.61000061035156,0
2019-02-04,80.58999633789062,80.58999633789062,80.58999633789062,80.58999633789062,80.58999633789062,0
2019-02-05,80.58999633789062,80.58999633789062,80.58999633789062,80.58999633789062,80.58999633789062,0
2019-02-06,80.62000274658203,80.62000274658203,80.62000274658203,80.62000274658203,80.62000274658203,0
2019-02-07,80.58999633789062,80.58999633789062,80.58999633789062,80.58999633789062,80.58999633789062,0
2019-02-08,80.55999755859375,80.55999755859375,80.55999755859375,80.55999755859375,80.55999755859375,0
2019-02-11,80.61000061035156,80.61000061035156,80.61000061035156,80.61000061035156,80.61000061035156,0
2019-02-12,80.63999938964844,80.63999938964844,80.63999938964844,80.63999938964844,80.63999938964844,0
2019-02-13,80.72000122070312,80.72000122070312,80.72000122070312,80.72000122070312,80.72000122070312,0
2019-02-14,80.70999908447266,80.70999908447266,80.70999908447266,80.70999908447266,80.70999908447266,0
2019-02-15,80.72000122070312,80.72000122070312,80.72000122070312,80.72000122070312,80.72000122070312,0
2019-02-18,80.81999969482422,80.81999969482422,80.81999969482422,80.81999969482422,80.81999969482422,0
2019-02-19,80.80000305175781,80.80000305175781,80.80000305175781,80.80000305175781,80.80000305175781,0
